Tweet_count,Username,Text,Created At,Retweets,Likes
924,Tech Exposed,"The Event has Ended!
#Tech #Google #Android #MadeByGoogle #Pixel9 #Pixel https://t.co/ppjQkq9ETE",Tue Aug 13 18:22:43 +0000 2024,0,1
925,Tanay Singh Thakur,Google Pixel Studio announced with Pixel 9 lets you create images on the go with AI. #pixel9 #pixelstudio https://t.co/G4gbOUs5cN,Tue Aug 13 18:22:22 +0000 2024,0,5
926,Financial Express,"#MadebyGoogle event roundup: #Pixel9 Pro Fold, Pixel 9 Series, Pixel Watch 3, and everything else announced",Tue Aug 13 18:20:02 +0000 2024,0,2
927,Google Photos,"Magic Editor in Google Photos levels up on Pixel 9 devices with new features! ✨

🪄 Auto frame: Expand your images or find the perfect crop effortlessly.
🪄 Reimagine: Describe your vision and see it come to life.

#MadeByGoogle #GooglePhotos #Pixel9 #MagicEditor",Tue Aug 13 18:17:31 +0000 2024,21,137
928,Tech Home ,"Google Pixel 9 Pro XL launched 🌏

🔹6.8"" 120Hz LTPO Super Actua OLED Display, 3000 nits Peak
🔹Tensor G4
🔹50MP (1/1.31"") (OIS)+ 48MP (1/2.55"") UW+ 48MP (5X) Periscope Telephoto (1/2.55"") (30X Super Res Zoom)
🔹42MP Selfie
#Google #Pixel9ProXL #Pixel9 https://t.co/UG9T4QpJQ6",Tue Aug 13 18:17:23 +0000 2024,1,31
929,Techlusive,"#Google launches its first foldable phone in India, the Pixel 9 Pro Fold 

#Pixel9ProFold #Pixel9 
https://t.co/o8kxYwWf8h",Tue Aug 13 18:15:56 +0000 2024,0,0
930,DeviceSpecifications,"Google Pixel 9 goes official with a Tensor G4 chip, improved AI capabilities, and a 50MP ultra-wide camera #GooglePixel9 #Pixel9 https://t.co/SLhhSERo0k",Tue Aug 13 18:15:44 +0000 2024,0,0
931,Ishan Agarwal,"Believe it or not, the new Google Pixel 9 series comes with Android 14 out of the box and NOT Android 15!

Expecting an Android 15 announcement soon, though, but it feels so weird. However, lots of features at launch, so no worries! #Pixel9Series #Pixel9 #Pixel9Pro https://t.co/svGGllUceB",Tue Aug 13 18:14:24 +0000 2024,2,232
932,Munshipremchand,"Google Launches New Pixel 9 Smartphones With Gemini AI 🚨 Google just unveiled the #Pixel9 lineup with Gemini AI! The new smartphones, #PixelWatch3, and #PixelBudsPro2 pack powerful features perfect for tech enthusiasts. Learn all about this exciting rel… https://t.co/rFq5JIkSvq",Tue Aug 13 18:13:51 +0000 2024,0,0
933,choqao,"Pixel Watch 3:  

- 41mm/45mm  
- AMOLED LTPO, 2000 nits  
- Wear OS 5.0  
- Snapdragon SW5100  
- 24h battery, 36h w/ Battery Saver  
- GPS, NFC, UWB  
- 32GB storage, 2GB RAM  
- 5ATM, IP68  

#Pixel9 #Pixel9Pro #Pixel9ProFold #Pixel9ProXL https://t.co/MzYFZVa7Ph",Tue Aug 13 18:13:29 +0000 2024,0,0
934,Pranav Patil,"Google Pixel 9 series launched in India. 
🚀🚀🚀🚀🚀🚀🚀
Base variant 256GB
 Pixel 9-₹79,999
 Pixel 9 Pro-₹1,09,999
 Pixel 9 Pro XL- ₹1,24,999
 Pixel 9 Pro Fold- ₹1,72,999
#Google #MadeByGoogle #Pixel9",Tue Aug 13 18:12:20 +0000 2024,0,0
935,choqao,"Pixel Buds Pro 2: 

- Bluetooth 5.4, LE Audio  
- 11mm drivers, ANC w/ Silent Seal 2.0  
- 12h battery (ANC off), 30h w/ case  
- Qi wireless charging  
- IP54 earbuds, IPX4 case  
- Tensor A1 chip  

#Pixel9 #Pixel9Pro #Pixel9ProFold #Pixel9ProXL https://t.co/DS8YXomVoy",Tue Aug 13 18:12:16 +0000 2024,0,0
936,choqao,"Pixel 9 Pro Fold:  

- 6.3"" external, 8"" internal OLED, 120Hz  
- Triple cam: 48MP+10.5MP+10.8MP, 20x zoom  
- Tensor G4  
- 16GB RAM, 256GB  
- 4650mAh
- IPX8 Rating

#Pixel9 #Pixel9Pro #Pixel9ProFold #Pixel9ProXL https://t.co/7uwCEBmFAG",Tue Aug 13 18:10:48 +0000 2024,0,0
937,Techlusive,"Google Pixel 9, 9 Pro, 9 Pro XL launched with Tensor G4 and new on-device AI features

#Pixel9ProXL #GooglePixel9pro #Pixel9 
https://t.co/LP3O9xhBZi",Tue Aug 13 18:10:12 +0000 2024,0,0
938,Tech Home ,"Google Pixel 9 Pro launched 🌏

🔹6.3"" 120Hz LTPO Super Actua OLED Display, 3000 nits Peak
🔹Tensor G4
🔹50MP (1/1.31"") (OIS)+ 48MP (1/2.55"") UW+ 48MP (5X) Periscope Telephoto (1/2.55"") (30X Super Res Zoom)
🔹42MP Selfie

Price 💰 999$ (16+256GB)
#Google #Pixel9Pro #Pixel9
1/2🧵 https://t.co/vNfbDEMk2b",Tue Aug 13 18:09:53 +0000 2024,0,5
939,choqao,"Pixel 9:  

- 6.3"" OLED, 120Hz  
- 50MP+48MP dual rear cam  
- Tensor G4  
- 4700mAh, 55% charge in 30 mins  
- 12GB RAM, 256GB  
- Android 14, 7 yrs updates  
- IP68, wireless charging  

#Pixel9 #Pixel9Pro #Pixel9ProFold #Pixel9ProXL https://t.co/YDqqhRNAr4",Tue Aug 13 18:09:15 +0000 2024,0,0
940,Tech Studio Shorts,"Google Pixel 9 Series Launched In India. 

#Pixel9 ₹79,999 💰
#Pixel9Pro ₹1,09,999 💰
#Pixel9ProXL ₹1,24,999 💰
#Pixel9ProFold ₹1,72,999 💰

#Google #MadeByGoogle #Pixel9 https://t.co/SQO7s4suWP",Tue Aug 13 18:08:16 +0000 2024,0,0
941,Parth Solanki 🇮🇳,"Google Pixel 9 launched in India 🇮🇳.
Price for 256GB 💰 ₹79,999/-

#Google #Pixel9 #MadebyGoogle

📸: @yabhishekhd https://t.co/UAYzIpw0rf",Tue Aug 13 18:08:16 +0000 2024,0,1
942,choqao,"Pixel 9 Pro XL:

Colors: Porcelain, Rose Quartz, Hazel, Obsidian
Display: 6.8"" LTPO OLED, 120Hz, 3000 nits
Battery: 5060 mAh, 70% in 30 min
Camera: 50MP wide, 48MP ultra-wide, 48MP telephoto
Processor: Google Tensor G4

#Pixel9 #Pixel9Pro #Pixel9ProFold #Pixel9ProXL https://t.co/bpKr8VzQBe",Tue Aug 13 18:07:34 +0000 2024,0,0
943,choqao,"Pixel 9 Pro:

Colors: Porcelain, Rose Quartz, Hazel, Obsidian
Display: 6.3"" LTPO OLED, 120Hz, 3000 nits
Battery: 4700 mAh, 55% in 30 min
Camera: 50MP wide, 48MP ultra-wide, 48MP telephoto
Processor: Google Tensor G4

#Pixel9 #Pixel9Pro #Pixel9ProFold #Pixel9ProXL https://t.co/OBn7mdS0Xa",Tue Aug 13 18:07:15 +0000 2024,0,0
944,Abhishek@GeekFG,"These are the highlights features of Pixels 9 .
Here's the US pricing of pixel 9.
#MadeByGoogle #Pixel9 https://t.co/YaAil6JgL4",Tue Aug 13 18:07:15 +0000 2024,0,2
945,Rishabh Sharma,Pixel 9 Pro Fold at $1799 is actually not that pro. Check out this comparison with Pixel 9 Pro! #Pixel9 https://t.co/SI7t4NSutf,Tue Aug 13 18:07:12 +0000 2024,0,0
946,Smart Depot Tech,"Are you getting Pixel 9 series?
I am tempted 😍😍
#Pixel #Google #Pixel9 #Pixel9Pro #Pixel9ProXL #Pixel9fold
#Android15 https://t.co/Vr7kVtWfsd",Tue Aug 13 18:06:43 +0000 2024,0,1
947,thetechstartups,"@Google launches first AI-powered Android update, new Pixel 9 phones and gadgets lineup #Pixel9 #Google #Smartphones #Launch #Android #AI #Gadgets https://t.co/VUJJPizxPS",Tue Aug 13 18:06:11 +0000 2024,0,1
948,svztechinfo,"All about Google Pixel 9 series.
#madebygoogle #pixel9 #pixel9pro #Pixel9ProXL #Pixel9ProFold https://t.co/C8StAs1CQs",Tue Aug 13 18:05:29 +0000 2024,0,2
949,Sadeeq,"Pixel 9 - $799
Pixel 9 Pro - $999
Pixel 9 Pro XL - $1099

While you're considering buying the new Pixel 😏😎
#Pixel #Pixel9 https://t.co/MXwFNwJRk5",Tue Aug 13 18:05:23 +0000 2024,0,0
950,Saurabh Katiyar,"Google Pixel 9 Overview and Pricing
#Google #madebygoogle #pixel9 https://t.co/dXAqSlzIL0",Tue Aug 13 18:04:39 +0000 2024,0,1
951,Tech Exposed,"Google Pixel Watch 3 Health Features

#Tech #Google #Android #MadeByGoogle #Pixel9 #Pixel https://t.co/OueCWDo8ei",Tue Aug 13 18:04:11 +0000 2024,0,1
952,SabatAge,"Google Pixel 9,  Pixel 9 Pro and Pixel Pro Fold

#MadeByGoogle #MadeByGoogle2024 #TeamPixel #pixel #pixel9 #Gemini #pixelwatch #GooglePixel9Launch #Pixel9Series #GoogleLaunchEvent #livestreaming https://t.co/1jVHEJBqnq",Tue Aug 13 18:03:55 +0000 2024,3,8
953,Will R. V.,"When your Dad is trying to look cool in front of your friends by attempting a fist-bump but you purposely ignore him...

🤣🤣🤣

#MadeByGoogle
#Pixel
#Gemini
#PixelFold
#Pixel9
#Google https://t.co/XYFsO4NUyE",Tue Aug 13 18:03:54 +0000 2024,0,2
954,Tech Home ,"Google Pixel 9 launched 🌏

🔹6.3"" Actua Display, 120Hz OLED, 2700 nits Peak Brightness 🔅 
🔹Tensor G4
🔹50MP (1/31"") (OIS) + 48MP (1/2.55"") Ultra Wide
🔹10.5MP Selfie
🔹4700mAh🔋+ 45W⚡

Price 💰 799$ (12+256GB)
#Google #GooglePixel #Pixel9 
1/2🧵 https://t.co/fNy2ztZp0d",Tue Aug 13 18:03:41 +0000 2024,1,7
955,Vishwajeet Tech,"Google Pixel 9 Series Finally Launched in India🇮🇳

Google Pixel 9 ₹79,999
Google Pixel 9 Pro: ₹1,09,999
Google Pixel 9 Pro XL: ₹1,24,999
Pixel 9 Pro Fold: ₹1,72,999

#Google #Pixel9 #Pixel9Pro #Pixel9ProFold https://t.co/Q1PV9bX2OH",Tue Aug 13 18:03:37 +0000 2024,5,20
956,Stock Monkey,"Google launches first AI-powered Android update and new Pixel 9 phones

https://t.co/df4eP1enic

$GOOG #Google
#pixel9
#stocks #stockmarkets",Tue Aug 13 18:03:28 +0000 2024,0,1
957,Zain Pirani,"#pixel9 #PixelEvent #Google #AI 

Here's a breif summery of the main points talked about in the event! (Thread 🧵)

Summary
Google’s Pixel 9 series impresses with refined design, improved hardware, and new AI features, signaling a strong contender in the flagship market.",Tue Aug 13 18:03:26 +0000 2024,0,1
958,Tech Exposed,"Pixel Watch now has 45mm Sizes!

#Tech #Google #Android #MadeByGoogle #Pixel9 #Pixel https://t.co/lrbbvNrSQA",Tue Aug 13 18:03:23 +0000 2024,0,1
959,Tech Exposed,"Google Pixel 9 Pro Fold Starts at 1799$

#Tech #Google #Android #MadeByGoogle #Pixel9 #Pixel https://t.co/jHz32sO6vk",Tue Aug 13 18:02:36 +0000 2024,0,1
960,Daily Dose Media,"📱 Exciting news! Google's Pixel 9 phones will be the first to feature Satellite SOS for Android, enhancing safety and peace of mind for users. 🛰️ #Pixel9 #SatelliteSOS #AndroidSafety #GoogleInnovation : https://t.co/kYlnc9qHrg",Tue Aug 13 18:02:20 +0000 2024,0,0
961,Tech Exposed,"Google Pixel 9 Pro starts at 999$

#Tech #Google #Android #MadeByGoogle #Pixel9 #Pixel https://t.co/c7Rpcjkm5A",Tue Aug 13 18:02:00 +0000 2024,0,1
962,Parth Solanki 🇮🇳,"Google Pixel 9 series launched in India!!!

Base variant 256GB
📱 Pixel 9 💰 ₹79,999/-
📱 Pixel 9 Pro 💰 ₹1,09,999/-
📱 Pixel 9 Pro XL 💰 ₹1,24,999/-
📱 Pixel 9 Pro Fold 💰 ₹1,72,999/-
#Google #MadeByGoogle #Pixel9 #pixel9Series",Tue Aug 13 18:01:32 +0000 2024,0,1
963,Tech Exposed,"Google Pixel 9 starts at 799$

#Tech #Google #Android #MadeByGoogle #Pixel9 #Pixel https://t.co/sDFOTcyZI2",Tue Aug 13 18:01:31 +0000 2024,0,1
964,AITopTools,"🤖📱👀 Exciting news in the tech world! Pixel 9 series expands to 4 phones with the addition of Pixel 9 Pro Fold, alongside Pixel Watch 3 &amp; Pixel Buds Pro 2! #Pixel9 #TechUpdates #AI https://t.co/yPiajpgxaC",Tue Aug 13 18:01:17 +0000 2024,0,0
965,choqao,"Pixel 9 Pro Model Comes With Free One Year of Gemini Advanced!
#Pixel9 #Pixel9Pro #Pixel9ProFold #Pixel9ProXL https://t.co/WcjTf7FpyO",Tue Aug 13 18:01:01 +0000 2024,0,0
966,SabatAge,"New Pixel Camera features like Add me, video processing, Magic Editor, Super Res Zoom and more!

#MadeByGoogle #MadeByGoogle2024 #TeamPixel #pixel #pixel9 #Gemini #pixelwatch #GooglePixel9Launch #Pixel9Series #GoogleLaunchEvent #livestreaming https://t.co/osyzfFk3Hw",Tue Aug 13 18:00:59 +0000 2024,0,1
967,Tech Exposed,"Google Pixel Camer

#Tech #Google #Android #MadeByGoogle #Pixel9 #Pixel https://t.co/O1p94FsKAq",Tue Aug 13 18:00:55 +0000 2024,0,1
968,choqao,"Pixel 9 Pro Comes With So Many Camera Features!
#Pixel9 #Pixel9Pro #Pixel9ProFold #Pixel9ProXL https://t.co/sjByMzGmo0",Tue Aug 13 17:59:54 +0000 2024,0,0
969,choqao,"Pixel 9 Pro Reportedly Gives Video Boost Gives Highest Quality Video On A Smartphone!
#Pixel9 #Pixel9Pro #Pixel9ProFold #Pixel9ProXL https://t.co/Mnmw5CB0Ip",Tue Aug 13 17:59:18 +0000 2024,0,0
970,Tech Exposed,"Pixel 9 Pro Rated highest quality video on a smartphone

#Tech #Google #Android #MadeByGoogle #Pixel9 #Pixel https://t.co/FtXETcKfc1",Tue Aug 13 17:59:08 +0000 2024,0,2
971,TechStomper.com,"Google Pixel 9 Pro Fold has been unveiled as the thinnest foldable yet, and the first with a familiar outer screen aspect ratio

#MadeByGoogle @madebygoogle @JulieDil #GooglePixel9ProFold #Foldable #GooglePixel9Pro #Pixel9 @djmarkkavanagh #TeamPixel

https://t.co/lE7Ds1VUE5",Tue Aug 13 17:59:00 +0000 2024,1,3
972,Talk The Tech,"Google has officially launched Pixel 9, Pixel 9 Pro, Pixel 9 Pro XL, and Pixel 9 Pro Fold at MADE BY GOOGLE 2024 EVENT.
@google #Google #MadeByGoogle2024 #Pixel9 #GooglePixel9 #smartphones #tech #news",Tue Aug 13 17:58:14 +0000 2024,0,0
973,Haryana Horizon,"Google has officially launched Pixel 9, Pixel 9 Pro, Pixel 9 Pro XL, and Pixel 9 Pro Fold at MADE BY GOOGLE 2024 EVENT.
@google #Google #MadeByGoogle2024 #Pixel9 #GooglePixel9 #smartphones #tech #news",Tue Aug 13 17:58:01 +0000 2024,0,0
974,Save #Palestine 🇵🇸🍉,"Did i just see a potato in the live demo for the Pixel photo editing. 

#pixel9 
#TeamPixel",Tue Aug 13 17:57:47 +0000 2024,0,0
975,Tech Exposed,"Pixel 9 Pro now has a 5x Telephoto with HDR Plus!

#Tech #Google #Android #MadeByGoogle #Pixel9 #Pixel https://t.co/QIDCB0RsxK",Tue Aug 13 17:57:28 +0000 2024,0,0
976,Made by Google,"Joy from Disney and Pixar’s Inside Out will be landing on #Pixel9 Pro Fold in an upcoming Pixel Feature Drop to help your kids look at the camera when taking photos.¹ Check out all the colorful #MadeYouLook visuals soon.

#MadeByGoogle https://t.co/rhDJS3NAOc",Tue Aug 13 17:57:13 +0000 2024,64,441
977,Tech Exposed,"Video Boost with Night Sight!

#Tech #Google #Android #MadeByGoogle #Pixel9 #Pixel https://t.co/03WRHTVRrp",Tue Aug 13 17:56:49 +0000 2024,0,0
978,choqao,"Dual Exposure Makes Videos on Pixel 9 Look Great!
#Pixel9 #Pixel9Pro #Pixel9ProFold #Pixel9ProXL https://t.co/7SBk8Ze9Ja",Tue Aug 13 17:56:21 +0000 2024,0,0
979,yogesh yadav,"New phone, new era. The new #Pixel9 is built for and with Gemini. It has… 
- Tools using Gemini to spark creativity
- Pixel Camera features for great photos *and* videos
- AI that improves phone calls 
- Smart, elevated design 
#MadeByGoogle https://t.co/YZq9ZJ1K8A",Tue Aug 13 17:56:18 +0000 2024,0,1
980,Valbert Vaz - Analista TECH,"✨ Google compares Pixel 9 Pro XL and iPhone 15 Pro Max Night photo samples on-stage 😳😱
#Pixel9 #Pixel9Pro https://t.co/M2lytdrmCn",Tue Aug 13 17:55:53 +0000 2024,0,1
981,Made by Google,"Add Me on #Pixel9 makes sure no one is left out of a photo. Take one with the group, then swap in the photographer. Pixel magically merges both photos.¹

#MadeByGoogle https://t.co/lpmJCR5bJd",Tue Aug 13 17:55:45 +0000 2024,209,1009
982,BenIt Bruhner Pro,"Introducing Google's Magic Editor!

It adds new auto-framing, generative erase, and generative fill to Pixel!

Isn't this great?!

#Google #MadeByGoogle #Gemini #Pixel9 #Pixel9Pro #Android15 https://t.co/f3rvEfgVtP",Tue Aug 13 17:55:13 +0000 2024,2,49
983,yogesh yadav,"Never forget a thing with Pixel Screenshots¹ 🧠 

This new #Pixel9 AI-powered feature helps you find anything you've captured in a screenshot, instantly. From Wi-Fi passwords to must-try restaurants, it's all at your fingertips. https://t.co/385vfGEIKY",Tue Aug 13 17:54:56 +0000 2024,0,1
984,Made by Google,"Haven’t taken a panorama in a while? That’s about to change 🤳

We’ve rebuilt #Pixel9’s Panorama mode, starting w/ the UI that now intuitively guides your hand. Then Pixel runs the photos through the full image processing pipeline, for gorgeous, detailed panoramas.

#MadeByGoogle https://t.co/Bmtnx2vSey",Tue Aug 13 17:54:54 +0000 2024,64,416
985,BetweenTwoPixels,"Looking to pre order the new #Pixel9ProFold,  #pixel9, or #pixel9pro from the #madebygoogle2024 event?   We have added links to our Link in Bio shop.   Affiliate links help support the channel at no extra cost!

https://t.co/nZBNAOv6CR",Tue Aug 13 17:53:34 +0000 2024,1,0
986,Tamish Sandhu,"My early impressions of the Pixel 9 Series

The flat design and the camera pill looks cool! More software tweaks than hardware changes. The Tensor G4 chip remains a mystery.

They went on with AI features without revealing much about the Pixel itself.

#MadebyGoogle #Pixel9",Tue Aug 13 17:53:30 +0000 2024,0,1
987,Richie Boss,"🚨 Pixel 9 Pro &amp; XL all colours 👇🏻

Follow for more✅

#Google #Pixel9 #Pixel9Pro #Pixel9ProXL #Android15 #Apple #GoogleGemini #MadeByGoogle https://t.co/DBZuhfH0zP",Tue Aug 13 17:53:25 +0000 2024,0,1
988,Tech Exposed,"Magic Editor is getting new Upgrades!

#Tech #Google #Android #MadeByGoogle #Pixel9 #Pixel https://t.co/cFAlT6jCfu",Tue Aug 13 17:53:16 +0000 2024,0,0
989,BSTech,"Pixel 9 series: All you need to know about the 'Made by Google' smartphones

#MadeByGoogle #Pixel9 

https://t.co/dUIF1Y8w17",Tue Aug 13 17:53:03 +0000 2024,0,0
990,Ken Bonyo,The Add Me feature on the Pixel 9 is pure genius! 🤯  #Pixel9 #AddMe #MadeByGoogle,Tue Aug 13 17:52:45 +0000 2024,0,2
991,Richie Boss,"🚨 Pixel 9 All colours 👇🏻

Follow for more.
#Google #Pixel9 #Pixel9Pro #Pixel9ProXL #Android15 #Apple #GoogleGemini #MadeByGoogle https://t.co/FjlpvwxsbC",Tue Aug 13 17:52:41 +0000 2024,0,1
992,choqao,"Pixel 9 Pro Fold Features Dual Screen Preview!
#Pixel9 #Pixel9Pro #Pixel9ProFold #Pixel9ProXL https://t.co/dsLSoSTkAK",Tue Aug 13 17:52:40 +0000 2024,0,0
993,BenIt Bruhner Pro,"Introducing Google Pixel's ""Add me""! It allows everyone to be in the shot and not be left out, behind the camera!

It uses ML and algorithmics, so you can take two shots, merging the two, allowing two shots, one with you in, and one without! 

Will you use this?

#Google #Pixel9 https://t.co/1Egxd5VZyW",Tue Aug 13 17:52:14 +0000 2024,0,26
994,Tech Exposed,"Dual Screen Preview on Fold!

#Tech #Google #Android #MadeByGoogle #Pixel9 #Pixel https://t.co/SKiSDjGTmk",Tue Aug 13 17:52:03 +0000 2024,0,0
995,Ashwin..,"Pixel Add me photo is really insane man..mind blowing 😦😲..
With Augmented reality it will add any body in to photo in real...🤔
Here is that demo..
#Pixel9 #pixel9pro
#pixel9series #MadeByGoogle 
#Google #pixel https://t.co/uyzGTzHOIN",Tue Aug 13 17:51:55 +0000 2024,0,1
996,Tech Exposed,"Made you look uses the Pixel Cover screen to make your toddler look at the screen!

#Tech #Google #Android #MadeByGoogle #Pixel9 #Pixel https://t.co/ybtorvC73u",Tue Aug 13 17:51:24 +0000 2024,0,1
997,Abhishek@GeekFG,"These are the new AI features coming with the pixel 9 series. Most of them run on-device so no  need to worry about privacy.
#MadeByGoogle  #pixel9 https://t.co/RyefV0I014",Tue Aug 13 17:51:17 +0000 2024,0,0
998,choqao,"Google Pixel 9 Pro Fold Features Made You Look!
#Pixel9 #Pixel9Pro #Pixel9ProFold #Pixel9ProXL https://t.co/cp0hXnk9mU",Tue Aug 13 17:51:11 +0000 2024,0,0
999,Made by Google,"Never forget a thing with Pixel Screenshots¹ 🧠 

This new #Pixel9 AI-powered feature helps you find anything you've captured in a screenshot, instantly. From Wi-Fi passwords to must-try restaurants, it's all at your fingertips.  

#MadeByGoogle https://t.co/MgL7ofUURY",Tue Aug 13 17:50:56 +0000 2024,64,470
1000,Emilio Ardila,Add Me is the selfie game-changer! 📸✨ Pixel 9 makes group pics a breeze - no more missing out on the fun. AI magic seamlessly blends you into the shot. It's like having a personal photographer! #Pixel9 #AddMe #PhotographyMagic,Tue Aug 13 17:50:29 +0000 2024,0,0
1001,Liam,"Google is making significant advancements in the smartphone industry.

They have introduced four new models:

• Pixel 9
• Pixel 9 Pro
• Pixel 9 Pro XL
• Pixel 9 Pro Fold

All of these models are powered by Gemini AI.

#Google 
#pixel9 
#Android https://t.co/zEKqsoB9Bj",Tue Aug 13 17:50:06 +0000 2024,0,1
1002,Tech Exposed,"Live DEMO OF ADD ME

#Tech #Google #Android #MadeByGoogle #Pixel9 #Pixel https://t.co/nRMNm2myyN",Tue Aug 13 17:49:33 +0000 2024,0,2
1003,yogesh yadav,"#Pixel9 Pro Fold 

🪶 Thinner and lighter¹
🔆 80% brighter than 1st generation²
📱 Almost the same size folded as Pixel 9 Pro
🤲 With the largest display on a phone³

So you can do more, effortlessly.

#MadeByGoogle https://t.co/MEK74tCtxz",Tue Aug 13 17:49:16 +0000 2024,0,2
1004,Jagran English,"Google Pixel 9 Announced With Tensor G4, Gemini AI Assistant, Free VPN And More Features; Check India Price, Specifications
#Pixel9 #MadeByGoogle #Gemini #AI 

Read: https://t.co/D0Sg87gYs6 https://t.co/KCzeiwBqq2",Tue Aug 13 17:49:09 +0000 2024,0,1
1005,BenIt Bruhner Pro,"Google Pixel 9 just DEMOLISHED the iPhone 15 Pro Max's camera!!!

No comparison here, guys!  

#Pixel9Pro #Pixel9 #Gemini #Google #MadeByGoogle #Android15 https://t.co/ZGlQXamxBE",Tue Aug 13 17:48:40 +0000 2024,6,131
1006,Richie Boss,"🚨 Here is the specs comparison of Pixel 9 , 9 Pro and 9 Pro XL 👇🏻

#Google #Pixel9 #Pixel9Pro #Pixel9ProXL #Android15 #Apple #GoogleGemini #MadeByGoogle https://t.co/EshEGtg4KL",Tue Aug 13 17:48:35 +0000 2024,0,4
1007,Tech Exposed,"Add Me adds you to an IMAGE?!!

#Tech #Google #Android #MadeByGoogle #Pixel9 #Pixel https://t.co/CZEvtQhxUH",Tue Aug 13 17:48:22 +0000 2024,0,0
1008,Ishan Agarwal,Google compares Pixel 9 Pro XL and iPhone 15 Pro Max Night photo samples on-stage 😳 #pixel9 #pixel9pro https://t.co/RZh8n3W0kr,Tue Aug 13 17:48:09 +0000 2024,9,414
1009,choqao,"Pixel 9 Features Lowlight Panoramas! 
#Pixel9 #Pixel9Pro #Pixel9ProFold #Pixel9ProXL https://t.co/6skWi2bGFj",Tue Aug 13 17:48:01 +0000 2024,1,3
1010,Tech Exposed,"Taking hits at Apple with night vision!

#Tech #Google #Android #MadeByGoogle #Pixel9 #Pixel https://t.co/wQdVG3Tevr",Tue Aug 13 17:47:30 +0000 2024,0,1
1011,Vitalii Kapatsyna,"🚀 Exciting news for tech enthusiasts! 📱Brian Rakowski, from the Pixel team, emphasizes the crucial role of RAM for the upcoming Pixel 9. Join the discussion on the importance of RAM in enhancing performance and user experience. Stay tuned! #Pixel9 #RAM… https://t.co/SAsYOCl5nK",Tue Aug 13 17:47:28 +0000 2024,0,0
1012,Abhishek@GeekFG,"Google's new AI features which is Pixel Studio . It's a first of its kind image generator with on-device diffusion models.
#pixel #MadeByGoogle
#pixel9 https://t.co/bI1G4lvKmv",Tue Aug 13 17:47:21 +0000 2024,0,0
1013,Arindam,"**Google Pixel 9 Series Launched in India** ✅

**Base Variant 256GB Prices:**
- 📱 **Pixel 9**: ₹79,999
- 📱 **Pixel 9 Pro**: ₹1,09,999
- 📱 **Pixel 9 Pro XL**: ₹1,24,999
- 📱 **Pixel 9 Pro Fold**: ₹1,72,999

#Google #MadeByGoogle #Pixel9 https://t.co/05AIOxXXE5",Tue Aug 13 17:46:53 +0000 2024,0,1
1014,alby13,Google catches up to Samsung with AI Camera. Pixel 9 can't compete with Samsung's camera so they improve their edit functions. Keeping it real. #pixel9 #pixel9pro,Tue Aug 13 17:46:52 +0000 2024,0,0
1015,Tech Exposed,"Panoramas now have HDR plus!

#Tech #Google #Android #MadeByGoogle #Pixel9 #Pixel https://t.co/jPAxxdkhhJ",Tue Aug 13 17:46:51 +0000 2024,0,0
1016,Tech Advisor,"These 6-cutting edge features are exclusive to the Pixel 9

#MadebyGoogle #Pixel9
https://t.co/J5wpn5dlOZ",Tue Aug 13 17:46:41 +0000 2024,0,0
1017,vijay,"Google just replaying what Apple done couple of weeks back 
from weather app to satellite SOS and call notes to pixel studio
just copy and paste 
#Pixel9 #GoogleIO #MadeByGoogle",Tue Aug 13 17:46:11 +0000 2024,0,0
1018,Made by Google,"Hey #Pixel9 Pro Fold 👋 what’s new?

🪶 Thinner and lighter¹
🔆 80% brighter than 1st generation²
📱 Almost the same size folded as Pixel 9 Pro
🤲 With the largest display on a phone³

So you can do more, effortlessly.

#MadeByGoogle https://t.co/YlIUxcf8ed",Tue Aug 13 17:46:11 +0000 2024,89,511
1019,Tech Exposed,"HDR Plus has been Rebuilt for better image quality!

#Tech #Google #Android #MadeByGoogle #Pixel9 #Pixel https://t.co/mieBwpUCc8",Tue Aug 13 17:46:08 +0000 2024,0,0
1020,SabatAge,"All the new AI features coming to Pixel 9 and Pixel 9 Pro

Weather, Pixel Studio, Pixel Screenshots, Call Notes, Gemini Assistant

#MadeByGoogle #MadeByGoogle2024 #TeamPixel #pixel #pixel9 #Gemini #pixelwatch #GooglePixel9Launch #Pixel9Series #GoogleLaunchEvent #livestreaming https://t.co/JMayR7lv1o",Tue Aug 13 17:46:05 +0000 2024,0,0
1021,Ashwin..,"Pixel screenshots is a great tool to organise and find out screen shots.
We can also buy something from screen shot directly with the use of Gemini..
Next level AI....
#Pixel9 #pixel9pro
#pixel9series #MadeByGoogle 
#Google #pixel https://t.co/CbNNT54zjw",Tue Aug 13 17:46:04 +0000 2024,0,2
1022,Sadeeq,Pixel Screen Shot app is 🔥 #Pixel9,Tue Aug 13 17:45:03 +0000 2024,0,0
1023,Tech Exposed,"Whats New with Pixel 9

#Tech #Google #Android #MadeByGoogle #Pixel9 #Pixel https://t.co/J0kuDve0h6",Tue Aug 13 17:45:01 +0000 2024,0,0
1024,choqao,"Pixel 9's AI Features!
#Pixel9 #Pixel9Pro #Pixel9ProFold #Pixel9ProXL https://t.co/l9lWBAQtUj",Tue Aug 13 17:44:42 +0000 2024,0,0
